Symbol	HitsOnWSB	Company Name	industry	"Market Cap
"
ETD	0	Ethan Allen Interiors	"""Furnishings, Fixtures & Appliances"""	"636.32M
"
ETNB	0	89bio	Biotechnology	"112.16M
"
ETON	0	Eton Pharmaceuticals	Pharmaceuticals	"92.03M
"
ETR	0	Entergy	Electric Utilities	"22.11B
"
ETRN	0	Equitrans Midstream	"""Oil, Gas & Consumable Fuels"""	"3.48B
"
ETTX	0	Entasis Therapeutics Holdings	Biotechnology	"69.07M
"
ETWO	0	E2open Parent Holdings	Software-Infrastructure	"2.81B
"
EUCR	0	Eucrates Biomedical Acquisition	Blank Check / SPAC	"131.90M
"
EVA	0	Enviva	"""Oil, Gas & Consumable Fuels"""	"4.76B
"
EVAX	0	Evaxion Biotech	Biotechnology	"73.82M
"
EVBG	0	Everbridge	Software	"2.09B
"
EVBN	0	Evans Bancorp	Banks	"237.86M
"
EVC	0	Entravision Communications	Media	"506.58M
"
EVCM	0	EverCommerce	Software-Infrastructure	"2.38B
"
EVGN	0	Evogene	Biotechnology	"57.22M
"
EVH	0	Evolent Health	Health Care Technology	"2.16B
"
EVI	0	EVI Industries	Trading Companies & Distributors	"289.29M
"
EVK	0	Ever-Glory International Group	"""Textiles, Apparel & Luxury Goods"""	"29.62M
"
EVLO	0	Evelo Biosciences	Biotechnology	"281.20M
"
EVLV	0	Evolv Technologies Holdings	Security & Protection Services	"497.34M
"
EVOJ	0	Evo Acquisition	Blank Check / SPAC	"151.88M
"
EVOK	0	Evoke Pharma	Pharmaceuticals	"16.82M
"
EVOL	0	Evolving Systems	Software	"22.80M
"
EVOP	0	EVO Payments	IT Services	"1.14B
"
EVR	0	Evercore	Capital Markets	"4.94B
"
EVRG	0	Evergy	Electric Utilities	"14.80B
"
EVRI	0	Everi Holdings	"""Hotels, Restaurants & Leisure"""	"1.87B
"
EVTC	0	Evertec	IT Services	"3.17B
"
EVTL	0	Vertical Aerospace	Aerospace & Defense	"292.71M
"
EWBC	0	East West Bancorp	Banks	"12.34B
"
EWCZ	0	European Wax Center	Household & Personal Products	"850.77M
"
EWTX	0	Edgewise Therapeutics	Biotechnology	"675.85M
"
EXAI	0	Exscientia	Biotechnology	"2.26B
"
EXAS	0	Exact Sciences	Biotechnology	"13.44B
"
EXC	0	Exelon	Electric Utilities	"56.64B
"
EXEL	0	Exelixis	Biotechnology	"5.83B
"
EXFY	0	Expensify	Software-Application	"2.34B
"
EXK	0	Endeavour Silver	Metals & Mining	"634.11M
"
EXLS	0	ExlService Holdings	IT Services	"4.06B
"
EXN	0	Excellon Resources	Other Industrial Metals & Mining	"22.53M
"
EXPD	0	Expeditors International of Washington	Air Freight & Logistics	"19.39B
"
EXPO	0	Exponent	Professional Services	"4.92B
"
EXTN	0	Exterran	Energy Equipment & Services	"185.91M
"
EXTR	0	Extreme Networks	Communications Equipment	"1.61B
"
EYEN	0	Eyenovia	Pharmaceuticals	"89.20M
"
EYES	0	Second Sight Medical Products	Health Care Equipment & Supplies	"57.14M
"
EYPT	0	EyePoint Pharmaceuticals	Pharmaceuticals	"334.93M
"
EZFL	0	EzFill Holdings	Software-Application	"34.21M
"
EZGO	0	EZGO Technologies	Recreational Vehicles	"15.40M
"
EZPW	0	EZCORP	Consumer Finance	"351.47M
"
FACA	0	Figure Acquisition I	Blank Check / SPAC	"404.14M
"
FAF	0	First American Financial	Insurance	"8.18B
"
FAMI	0	Farmmi	Food Products	"116.85M
"
FANH	0	Fanhua	Insurance	"365.12M
"
FARM	0	Farmer Brothers Company	Food Products	"117.53M
"
FARO	0	FARO Technologies	"""Electronic Equipment, Instruments & C..."""	"995.75M
"
FATBB	0	FAT Brands	"""Hotels, Restaurants & Leisure"""	"182.23M
"
FATP	0	Fat Projects Acquisition	Blank Check / SPAC	"123.35M
"
FBC	0	Flagstar Bancorp	Thrifts & Mortgage Finance	"2.45B
"
FBHS	0	Fortune Brands Home & Security	Building Products	"12.75B
"
FBIO	0	Fortress Biotech	Biotechnology	"212.21M
"
FBIZ	0	First Business Financial Services	Banks	"285.53M
"
FBK	0	FB Financial	Banks	"2.13B
"
FBMS	0	The First Bancshares	Banks	"761.73M
"
FBNC	0	First Bancorp	Banks	"1.55B
"
FBP	0	First BanCorp - Puerto Rico	Banks	"3.05B
"
FBRT	0	Franklin BSP Realty Trust	REIT-Mortgage	"585.43M
"
FBRX	0	Forte Biosciences	Biotechnology	"25.38M
"
FC	0	Franklin Covey Company	Professional Services	"663.96M
"
FCAP	0	First Capital	Banks	"137.65M
"
FCAX	0	Fortress Capital Acquisition	Blank Check / SPAC	"488.00M
"
FCBC	0	First Community Bancshares	Banks	"517.15M
"
FCCO	0	First Community	Banks	"158.97M
"
FCFS	0	FirstCash Holdings	Consumer Finance	"3.44B
"
FCN	0	FTI Consulting	Professional Services	"4.97B
"
FCNCA	0	First Citizens BancShares	Banks	"12.53B
"
FCPT	0	Four Corners Property Trust	Equity Real Estate Investment Trusts...	"2.09B
"
FCRD	0	First Eagle Alternative Capital BDC	Asset Management	"134.29M
"
FCUV	0	Focus Universal	"""Electronic Equipment, Instruments & C..."""	"335.26M
"
FDBC	0	Fidelity D&D Bancorp	Banks	"292.28M
"
FDMT	0	4D Molecular Therapeutics	Biotechnology	"507.15M
"
FDP	0	Fresh Del Monte Produce	Food Products	"1.33B
"
FDUS	0	Fidus Investment	Capital Markets	"440.85M
"
FEDU	0	Four Seasons Education (Cayman)	Diversified Consumer Services	"31.46M
"
FEIM	0	Frequency Electronics	"""Electronic Equipment, Instruments & C..."""	"82.45M
"
FELE	0	Franklin Electric Co.	Machinery	"4.04B
"
FEMY	0	Femasys	Medical Instruments & Supplies	"35.28M
"
FENC	0	Fennec Pharmaceuticals	Biotechnology	"126.91M
"
FENG	0	Phoenix New Media	Interactive Media & Services	"57.33M
"
FERG	0	Ferguson	Industrial Distribution	"34.98B
"
FET	0	Forum Energy Technologies	Energy Equipment & Services	"114.46M
"
FEXD	0	Fintech Ecosystem Development	Blank Check / SPAC	"142.74M
"
FFBC	0	First Financial Bancorp	Banks	"2.39B
"
FFBW	0	"""FFBW, Inc."""	Thrifts & Mortgage Finance	"80.86M
"
FFHL	0	Fuwei Films (Holdings) Co.	Chemicals	"23.87M
"
FFIC	0	Flushing Financial	Banks	"722.83M
"
FFIE	0	Faraday Future Intelligent Electric	Auto Manufacturers	"1.48B
"
FFIN	0	First Financial Bankshares	Banks	"6.82B
"
FFIV	0	F5 Networks	Communications Equipment	"12.51B
"
FFNW	0	First Financial Northwest	Banks	"155.22M
"
FFWM	0	First Foundation	Banks	"1.47B
"
FGBI	0	First Guaranty Bancshares	Banks	"214.44M
"
FGEN	0	FibroGen	Biotechnology	"1.43B
"
FGF	0	FG Financial Group	Insurance	"19.48M
"
FHB	0	First Hawaiian	Banks	"3.68B
"
FHI	0	Federated Hermes	Asset Management	"3.10B
"
FHLT	0	Future Health ESG	Blank Check / SPAC	"245.00M
"
FHN	0	First Horizon	Banks	"9.34B
"
FHS	0	First High-School Education Group Co.	Education & Training Services	"46.02M
"
FHTX	0	Foghorn Therapeutics	Biotechnology	"619.68M
"
FIAC	0	Focus Impact Acquisition	Blank Check / SPAC	"246.25M
"
FIBK	0	First Interstate BancSystem	Banks	"2.39B
"
FICV	0	Frontier Investment	Blank Check / SPAC	"241.75M
"
FIGS	0	"""FIGS, Inc."""	Apparel Manufacturing	"3.74B
"
FINM	0	Marlin Technology	Blank Check / SPAC	"504.04M
"
FINV	0	FinVolution Group	Consumer Finance	"1.17B
"
FINW	0	FinWise Bancorp	Banks-Regional	"237.57M
"
FIS	0	Fidelity National Information Services	IT Services	"74.11B
"
FISI	0	Financial Institutions	Banks	"516.78M
"
FITB	0	Fifth Third Bancorp	Banks	"31.37B
"
FIXX	0	Homology Medicines	Biotechnology	"222.89M
"
FIZZ	0	National Beverage	Beverages	"4.16B
"
FKWL	0	Franklin Wireless	Communications Equipment	"49.51M
"
FLAC	0	Frazier Lifesciences Acquisition	Blank Check / SPAC	"173.07M
"
FLAG	0	First Light Acquisition Group	Blank Check / SPAC	"282.90M
"
FLDM	0	Fluidigm	Life Sciences Tools & Services	"256.91M
"
FLGC	0	Flora Growth	Drug Manufacturers-Specialty & Generic	"113.20M
"
FLGT	0	Fulgent Genetics	Health Care Providers & Services	"1.95B
"
FLIC	0	The First of Long Island Corporation	Banks	"517.22M
"
FLL	0	Full House Resorts	"""Hotels, Restaurants & Leisure"""	"294.36M
"
FLME	0	Flame Acquisition	Blank Check / SPAC	"348.95M
"
FLMN	0	Falcon Minerals	"""Oil, Gas & Consumable Fuels"""	"242.55M
"
FLNC	0	Fluence Energy	Utilities-Renewable	"1.04B
"
FLNG	0	Flex LNG	Marine	"1.07B
"
FLNT	0	Fluent	Media	"127.10M
"
FLO	0	Flowers Foods	Food Products	"5.94B
"
FLR	0	Fluor	Construction & Engineering	"3.12B
"
FLS	0	Flowserve	Machinery	"4.30B
"
FLT	0	FleetCor Technologies	IT Services	"19.54B
"
FLUX	0	Flux Power Holdings	Electrical Equipment	"57.24M
"
FLXS	0	Flexsteel Industries	Household Durables	"160.77M
"
FLYA	0	Soar Technology Acquisition	Blank Check / SPAC	"268.53M
"
FLYW	0	Flywire	Information Technology Services	"3.07B
"
FMAC	0	FirstMark Horizon Acquisition	Blank Check / SPAC	"511.29M
"
FMAO	0	Farmers & Merchants Bancorp	Banks	"412.89M
"
FMBH	0	First Mid Bancshares	Banks	"735.87M
"
FMBI	0	First Midwest Bancorp	Banks	"2.39B
"
FMC	0	FMC Corporation	Chemicals	"14.14B
"
FMIV	0	Forum Merger IV	Blank Check / SPAC	"419.72M
"
FMNB	0	Farmers National Banc	Banks	"598.30M
"
FMS	0	Fresenius Medical Care AG & Co.	Health Care Providers & Services	"20.25B
"
FMTX	0	Forma Therapeutics Holdings	Biotechnology	"588.94M
"
FMX	0	Fomento Economico Mexicano	Beverages	"26.87B
"
FN	0	Fabrinet	"""Electronic Equipment, Instruments & C..."""	"3.76B
"
FNA	0	Paragon 28	Medical Devices	"1.18B
"
FNCB	0	FNCB Bancorp	Banks	"179.91M
"
FNCH	0	Finch Therapeutics Group	Biotechnology	"432.53M
"
FND	0	Floor & Decor Holdings	Specialty Retail	"11.62B
"
FNF	0	Fidelity National Financial	Insurance	"14.46B
"
FNGR	0	FingerMotion	Telecom Services	"200.92M
"
FNHC	0	FedNat Holding Company	Insurance	"25.12M
"
FNKO	0	Funko	Distributors	"705.16M
"
FNLC	0	"""First Bancorp, Inc. - Maine"""	Banks	"349.32M
"
FNVT	0	Finnovate Acquisition	Blank Check / SPAC	"186.54M
"
FNWB	0	First Northwest Bancorp	Banks	"230.47M
"
FNWD	0	Finward Bancorp	Banks-Regional	"166.93M
"
FOA	0	Finance of America Companies	Credit Services	"228.67M
"
FOCS	0	Focus Financial Partners	Capital Markets	"3.41B
"
FOE	0	Ferro	Chemicals	"1.80B
"
FOLD	0	Amicus Therapeutics	Biotechnology	"2.64B
"
FONR	0	Fonar	Health Care Equipment & Supplies	"106.91M
"
FORA	0	Forian	Health Information Services	"268.95M
"
FORG	0	ForgeRock	Software-Infrastructure	"1.27B
"
FORR	0	Forrester Research	Professional Services	"1.05B
"
FORTY	0	Formula Systems (1985)	IT Services	"1.73B
"
FOSL	0	Fossil Group	"""Textiles, Apparel & Luxury Goods"""	"591.85M
"
FOUN	0	Founder SPAC	Blank Check / SPAC	"342.55M
"
FOXF	0	Fox Factory Holding	Auto Components	"5.64B
"
FOXW	0	FoxWayne Enterprises Acquisition	Blank Check / SPAC	"72.01M
"
FPAC	0	Far Peak Acquisition	Blank Check / SPAC	"693.31M
"
FPAY	0	FlexShopper	Diversified Financial Services	"37.66M
"
FPH	0	Five Point Holdings LLC	Real Estate Management & Development	"402.55M
"
FPI	0	Farmland Partners	Equity Real Estate Investment Trusts...	"521.40M
"
FRAF	0	Franklin Financial Services	Banks	"150.99M
"
FRBA	0	First Bank	Banks	"278.61M
"
FRBK	0	Republic First Bancorp	Banks	"305.90M
"
FRBN	0	Forbion European Acquisition	Blank Check / SPAC	"134.73M
"
FRC	0	First Republic Bank	Banks	"31.69B
"
FRD	0	Friedman Industries	Metals & Mining	"68.09M
"
FREQ	0	Frequency Therapeutics	Biotechnology	"197.93M
"
FREY	0	FREYR Battery	Electrical Equipment & Parts	"1.10B
"
FRG	0	Franchise Group	Diversified Consumer Services	"2.04B
"
FRGI	0	Fiesta Restaurant Group	"""Hotels, Restaurants & Leisure"""	"246.37M
"
FRHC	0	Freedom Holding	Capital Markets	"3.84B
"
FRLA	0	Fortune Rise Acquisition	Blank Check / SPAC	"128.58M
"
FRLN	0	Freeline Therapeutics Holdings	Biotechnology	"42.98M
"
FRME	0	First Merchants	Banks	"2.28B
"
FROG	0	JFrog	Software	"2.63B
"
FRON	0	Frontier Acquisition	Blank Check / SPAC	"285.28M
"
FRPH	0	FRP Holdings	Real Estate Management & Development	"527.30M
"
FRPT	0	Freshpet	Food Products	"4.07B
"
FRSG	0	First Reserve Sustainable Growth	Shell Companies	"273.46M
"
FRSH	0	Freshworks	Software	"5.93B
"
FRST	0	Primis Financial	Banks	"370.34M
"
FRSX	0	Foresight Autonomous Holdings	Auto Components	"98.27M
"
FRT	0	Federal Realty Investment Trust	Equity Real Estate Investment Trusts...	"9.84B
"
FRTA	0	Forterra	Construction Materials	"1.57B
"
FRW	0	PWP Forward Acquisition I	Blank Check / SPAC	"255.81M
"
FRXB	0	Forest Road Acquisition II	Blank Check / SPAC	"424.37M
"
FSBC	0	Five Star Bancorp	Banks-Regional	"520.33M
"
FSBW	0	FS Bancorp	Thrifts & Mortgage Finance	"271.16M
"
FSEA	0	First Seacoast Bancorp	Thrifts & Mortgage Finance	"62.60M
"
FSFG	0	First Savings Financial Group	Banks	"194.35M
"
FSI	0	Flexible Solutions International	Chemicals	"40.93M
"
FSM	0	Fortuna Silver Mines	Metals & Mining	"1.03B
"
FSNB	0	Fusion Acquisition II	Blank Check / SPAC	"608.13M
"
FSRX	0	FinServ Acquisition II	Blank Check / SPAC	"371.89M
"
FSS	0	Federal Signal	Machinery	"2.38B
"
FSSI	0	Fortistar Sustainable Solutions	Shell Companies	"315.03M
"
FST	0	FAST Acquisition	Blank Check / SPAC	"256.25M
"
FSTR	0	L.B. Foster Company	Machinery	"169.45M
"
FSTX	0	F-star Therapeutics	Biotechnology	"82.29M
"
FSV	0	FirstService	Real Estate Management & Development	"6.98B
"
FTAA	0	FTAC Athena Acquisition	Blank Check / SPAC	"338.37M
"
FTAI	0	Fortress Transportation & Infrastructure Investors LLC	Trading Companies & Distributors	"2.68B
"
FTCH	0	Farfetch	Internet & Direct Marketing Retail	"8.60B
"
FTCI	0	FTC Solar	Solar	"357.79M
"
FTCV	0	FinTech Acquisition V	Blank Check / SPAC	"337.42M
"
FTDR	0	Frontdoor	Diversified Consumer Services	"3.11B
"
FTEK	0	Fuel Tech	Commercial Services & Supplies	"37.22M
"
FTEV	0	FinTech Evolution Acquisition Group	Blank Check / SPAC	"332.01M
"
FTFT	0	Future FinTech Group	Food Products	"60.55M
"
FTHM	0	Fathom Holdings	Real Estate Management & Development	"231.12M
"
FTI	0	TechnipFMC	Energy Equipment & Services	"3.09B
"
FTK	0	Flotek Industries	Chemicals	"69.31M
"
FTPA	0	FTAC Parnassus Acquisition	Blank Check / SPAC	"333.97M
"
FTRP	0	Field Trip Health	Medical Care Facilities	"114.43M
"
FTS	0	Fortis	Electric Utilities	"22.21B
"
FTSI	0	FTS International	Energy Equipment & Services	"371.40M
"
FTV	0	Fortive	Machinery	"25.33B
"
FTVI	0	FinTech Acquisition VI	Blank Check / SPAC	"335.00M
"
FUL	0	H.B. Fuller Company	Chemicals	"3.80B
"
FULC	0	Fulcrum Therapeutics	Pharmaceuticals	"494.70M
"
FULT	0	Fulton Financial	Banks	"2.92B
"
FUNC	0	First United	Banks	"131.47M
"
FURY	0	Fury Gold Mines	Other Industrial Metals & Mining	"84.74M
"
FUSB	0	First US Bancshares	Banks	"66.82M
"
FUSN	0	Fusion Pharmaceuticals	Biotechnology	"331.61M
"
FUTU	0	Futu Holdings	Capital Markets	"6.45B
"
FVAM	0	5:01 Acquisition	Blank Check / SPAC	"108.14M
"
FVCB	0	FVCBankcorp	Banks	"286.06M
"
FVIV	0	Fortress Value Acquisition IV	Blank Check / SPAC	"791.37M
"
FVT	0	Fortress Value Acquisition III	Blank Check / SPAC	"281.46M
"
FWAC	0	Fifth Wall Acquisition III	Blank Check / SPAC	"344.00M
"
FWBI	0	First Wave BioPharma	Biotechnology	"13.17M
"
FWONA	0	Liberty Media Formula One Group	Entertainment	"13.78B
"
FWP	0	Forward Pharma	Biotechnology	"38.81M
"
FWRD	0	Forward Air	Air Freight & Logistics	"2.98B
"
FWRG	0	First Watch Restaurant Group	Restaurants	"914.07M
"
FXCO	0	Financial Strategies Acquisition	Blank Check / SPAC	"123.29M
"
FXLV	0	F45 Training Holdings	Leisure	"1.13B
"
FXNC	0	First National	Banks	"140.45M
"
FYBR	0	Frontier Communications Parent	Telecom Services	"6.70B
"
FZT	0	FAST Acquisition II	Blank Check / SPAC	"269.58M
"
GABC	0	German American Bancorp	Banks	"1.06B
"
GACQ	0	Global Consumer Acquisition	Blank Check / SPAC	"232.36M
"
GAIA	0	"""Gaia, Inc."""	Entertainment	"158.30M
"
GALT	0	Galectin Therapeutics	Biotechnology	"125.80M
"
GAMB	0	Gambling.com Group	Gambling	"373.90M
"
GAMC	0	Golden Arrow Merger	Blank Check / SPAC	"349.31M
"
GAN	0	GAN Limited	Gambling	"300.83M
"
GANX	0	Gain Therapeutics	Biotechnology	"55.36M
"
GAPA	0	G&P Acquisition	Blank Check / SPAC	"215.25M
"
GAQ	0	Generation Asia I Acquisition	Blank Check / SPAC	"266.76M
"
GASS	0	StealthGas	"""Oil, Gas & Consumable Fuels"""	"83.47M
"
GATE	0	Marblegate Acquisition	Blank Check / SPAC	"439.60M
"
GATO	0	Gatos Silver	Other Precious Metals & Mining	"223.30M
"
GATX	0	GATX Corporation	Trading Companies & Distributors	"3.75B
"
GAU	0	Galiano Gold	Metals & Mining	"152.96M
"
GBCI	0	Glacier Bancorp	Banks	"5.75B
"
GBDC	0	Golub Capital BDC	Capital Markets	"2.68B
"
GBIO	0	Generation Bio Co.	Biotechnology	"378.45M
"
GBL	0	GAMCO Investors	Capital Markets	"603.59M
"
GBLI	0	"""Global Indemnity Group, LLC"""	Insurance	"379.27M
"
GBNH	0	Greenbrook TMS	Medical Care Facilities	"69.78M
"
GBNY	0	Generations Bancorp NY	Banks-Regional	"28.95M
"
GBOX	0	GreenBox POS	Software-Infrastructure	"169.69M
"
GBR	0	New Concept Energy	"""Oil, Gas & Consumable Fuels"""	"13.65M
"
GBRG	0	Goldenbridge Acquisition	Blank Check / SPAC	"75.36M
"
GBS	0	"""GBS, Inc."""	Medical Devices	"15.48M
"
GBT	0	Global Blood Therapeutics	Biotechnology	"1.89B
"
GBX	0	The Greenbrier Companies	Machinery	"1.33B
"
GCAC	0	Growth Capital Acquisition	Blank Check / SPAC	"215.30M
"
GCBC	0	Greene County Bancorp	Thrifts & Mortgage Finance	"322.66M
"
GCI	0	Gannett Co.	Publishing	"754.34M
"
GCMG	0	GCM Grosvenor	Asset Management	"1.68B
"
GCO	0	Genesco	Specialty Retail	"952.97M
"
GDDY	0	GoDaddy	IT Services	"12.84B
"
GDEN	0	Golden Entertainment	"""Hotels, Restaurants & Leisure"""	"1.33B
"
GDEV	0	Nexters	Electronic Gaming & Multimedia	"1.57B
"
GDNR	0	Gardiner Healthcare Acquisitions	Blank Check / SPAC	"92.16M
"
GDOT	0	Green Dot	Consumer Finance	"1.77B
"
GDS	0	GDS Holdings	IT Services	"8.81B
"
GDYN	0	Grid Dynamics Holdings	IT Services	"1.74B
"
GECC	0	Great Elm Capital	Capital Markets	"79.24M
"
GEEX	0	Games & Esports Experience Acquisition	Blank Check / SPAC	"253.00M
"
GEF	0	Greif	Containers & Packaging	"2.92B
"
GEF.B	0	Greif	Packaging & Containers	"2.90B
"
GEG	0	Great Elm Group	Capital Markets	"49.72M
"
GEL	0	Genesis Energy	"""Oil, Gas & Consumable Fuels"""	"1.43B
"
GENC	0	Gencor Industries	Machinery	"165.27M
"
GENE	0	Genetic Technologies	Life Sciences Tools & Services	"28.91M
"
GEOS	0	Geospace Technologies	Energy Equipment & Services	"114.11M
"
GERN	0	Geron	Biotechnology	"350.92M
"
GES	0	Guess?	Specialty Retail	"1.47B
"
GEVO	0	"""Gevo, Inc."""	"""Oil, Gas & Consumable Fuels"""	"712.58M
"
GFAI	0	"""Guardforce AI Co.,"""	Security & Protection Services	"20.66M
"
GFED	0	Guaranty Federal Bancshares	Thrifts & Mortgage Finance	"140.40M
"
GFF	0	Griffon	Building Products	"1.25B
"
GFGD	0	Growth For Good Acquisition	Blank Check / SPAC	"295.20M
"
GFI	0	Gold Fields	Metals & Mining	"9.43B
"
GFL	0	GFL Environmental	Waste Management	"11.17B
"
GFOR	0	Graf Acquisition IV	Blank Check / SPAC	"207.88M
"
GFX	0	Golden Falcon Acquisition	Blank Check / SPAC	"422.19M
"
GGAA	0	Genesis Growth Tech Acquisition	Blank Check / SPAC	"271.35M
"
GGAL	0	Grupo Financiero Galicia	Banks	"3.04B
"
GGB	0	Gerdau	Metals & Mining	"9.33B
"
GGG	0	Graco	Machinery	"12.63B
"
GGGV	0	G3 VRM Acquisition	Blank Check / SPAC	"139.86M
"
GGMC	0	Glenfarne Merger	Blank Check / SPAC	"338.40M
"
GH	0	Guardant Health	Health Care Providers & Services	"7.42B
"
GHAC	0	Gaming & Hospitality Acquisition	Blank Check / SPAC	"251.59M
"
GHC	0	Graham Holdings Company	Diversified Consumer Services	"2.93B
"
GHG	0	GreenTree Hospitality Group	"""Hotels, Restaurants & Leisure"""	"565.74M
"
GHIX	0	Gores Holdings IX	Blank Check / SPAC	"658.22M
"
GHL	0	Greenhill & Co.	Capital Markets	"296.03M
"
GHLD	0	Guild Holdings Company	Mortgage Finance	"760.77M
"
GHM	0	Graham	Machinery	"128.72M
"
GHRS	0	GH Research	Biotechnology	"904.64M
"
GHSI	0	Guardion Health Sciences	Personal Products	"13.36M
"
GIA	0	GigCapital5	Blank Check / SPAC	"254.93M
"
GIAC	0	Gesher I Acquisition	Blank Check / SPAC	"123.19M
"
GIB	0	"""CGI, Inc."""	IT Services	"20.90B
"
GIC	0	Global Industrial Company	Trading Companies & Distributors	"1.31B
"
GIFI	0	Gulf Island Fabrication	Energy Equipment & Services	"63.30M
"
GIGM	0	GigaMedia	Entertainment	"23.43M
"
GIII	0	G-III Apparel Group	"""Textiles, Apparel & Luxury Goods"""	"1.33B
"
GIIX	0	Gores Holdings VIII	Blank Check / SPAC	"429.96M
"
GIL	0	Gildan Activewear	"""Textiles, Apparel & Luxury Goods"""	"7.84B
"
GILT	0	Gilat Satellite Networks	Communications Equipment	"429.13M
"
GIPR	0	Generation Income Properties	REIT-Diversified	"15.38M
"
GIW	0	GigInternational1	Blank Check / SPAC	"268.94M
"
GKOS	0	Glaukos	Health Care Equipment & Supplies	"2.55B
"
GLAQ	0	Globis Acquisition	Blank Check / SPAC	"152.77M
"
GLBL	0	Cartesian Growth	Blank Check / SPAC	"428.23M
"
GLBS	0	Globus Maritime	Marine	"39.92M
"
GLBZ	0	Glen Burnie Bancorp	Banks	"35.50M
"
GLDD	0	Great Lakes Dredge & Dock	Construction & Engineering	"899.93M
"
GLDG	0	GoldMining	Gold	"229.87M
"
GLEE	0	Gladstone Acquisition	Blank Check / SPAC	"132.99M
"
GLG	0	TD Holdings	Road & Rail	"34.54M
"
GLHA	0	Glass Houses Acquisition	Blank Check / SPAC	"266.50M
"
GLLI	0	Globalink Investment	Blank Check / SPAC	"138.23M
"
GLMD	0	Galmed Pharmaceuticals	Biotechnology	"42.64M
"
GLOB	0	Globant	Software	"10.70B
"
GLOP	0	GasLog Partners LP	"""Oil, Gas & Consumable Fuels"""	"207.96M
"
GLP	0	Global Partners LP	"""Oil, Gas & Consumable Fuels"""	"938.88M
"
GLPI	0	Gaming & Leisure Properties	Equity Real Estate Investment Trusts...	"11.13B
"
GLRE	0	Greenlight Capital Re	Insurance	"248.42M
"
GLS	0	Gelesis Holdings	Biotechnology	"12.04M
"
GLSI	0	Greenwich LifeSciences	Biotechnology	"271.65M
"
GLSPT	0	Global SPAC Partners Co.	Blank Check / SPAC	"259.47M
"
GLT	0	Glatfelter	Paper & Forest Products	"785.87M
"
GLTO	0	Galecto	Biotechnology	"61.89M
"
GLUE	0	Monte Rosa Therapeutics	Biotechnology	"616.67M
"
GLW	0	Corning	"""Electronic Equipment, Instruments & C..."""	"35.00B
"
GLYC	0	GlycoMimetics	Biotechnology	"61.57M
"
GMAB	0	Genmab	Biotechnology	"22.65B
"
GMBL	0	Esports Entertainment Group	"""Hotels, Restaurants & Leisure"""	"68.07M
"
GMBT	0	Queen's Gambit Growth Capital	Shell Companies	"424.78M
"
GMFI	0	Aetherium Acquisition	Blank Check / SPAC	"129.76M
"
GMS	0	GMS Inc.	Trading Companies & Distributors	"2.23B
"
GMTX	0	Gemini Therapeutics	Biotechnology	"86.23M
"
GMVD	0	G Medical Innovations Holdings	Medical Instruments & Supplies	"63.28M
"
GNAC	0	Group Nine Acquisition	Blank Check / SPAC	"280.03M
"
GNCA	0	Genocea Biosciences	Biotechnology	"60.32M
"
GNE	0	Genie Energy	Electric Utilities	"132.62M
"
GNFT	0	Genfit	Biotechnology	"211.34M
"
GNK	0	Genco Shipping & Trading	Marine	"687.98M
"
GNL	0	Global Net Lease	Equity Real Estate Investment Trusts...	"1.49B
"
GNPX	0	Genprex	Biotechnology	"98.01M
"
GNSS	0	Genasys	"""Electronic Equipment, Instruments & C..."""	"143.30M
"
GNTA	0	Genenta Science S.p.A.	Biotechnology	"159.74M
"
GNTX	0	Gentex	Auto Components	"7.61B
"
GNTY	0	Guaranty Bancshares	Banks	"428.54M
"
GNW	0	Genworth Financial	Insurance	"1.98B
"
GOAC	0	GO Acquisition	Blank Check / SPAC	"708.69M
"
GOBI	0	Gobi Acquisition	Blank Check / SPAC	"309.43M
"
GOED	0	1847 Goedeker	Internet Retail	"250.01M
"
GOGN	0	GoGreen Investments	Blank Check / SPAC	"300.85M
"
GOGO	0	Gogo Inc.	Wireless Telecommunication Services	"1.41B
"
GOL	0	GOL Linhas Aereas Inteligentes	Airlines	"1.38B
"
GOLF	0	Acushnet Holdings	Leisure Products	"3.47B
"
GOSS	0	Gossamer Bio	Biotechnology	"726.40M
"
GOVX	0	GeoVax Labs	Biotechnology	"17.86M
"
GPAC	0	Global Partner Acquisition II	Blank Check / SPAC	"366.00M
"
GPC	0	Genuine Parts Company	Distributors	"19.12B
"
GPCO	0	Golden Path Acquisition	Blank Check / SPAC	"74.58M
"
GPK	0	Graphic Packaging Holding Company	Containers & Packaging	"5.83B
"
GPL	0	Great Panther Mining	Metals & Mining	"70.56M
"
GPMT	0	Granite Point Mortgage Trust	Mortgage Real Estate Investment Trus...	"639.02M
"
GPN	0	Global Payments	IT Services	"43.99B
"
GPOR	0	Gulfport Energy	Oil & Gas E&P	"1.41B
"
GPP	0	Green Plains Partners LP	"""Oil, Gas & Consumable Fuels"""	"355.15M
"
GPRE	0	Green Plains	"""Oil, Gas & Consumable Fuels"""	"1.71B
"
GPRK	0	GeoPark	"""Oil, Gas & Consumable Fuels"""	"863.14M
"
GRC	0	The Gorman-Rupp Company	Machinery	"1.05B
"
GRCL	0	Gracell Biotechnologies	Biotechnology	"234.90M
"
GRCY	0	Greencity Acquisition	Blank Check / SPAC	"54.39M
"
GRFS	0	Grifols	Biotechnology	"10.69B
"
GRIL	0	Muscle Maker	Restaurants	"15.24M
"
